Warehouse,Location,Type,Pick Priority,Pickable,Sellable,Transfer bin
VP North,1-B-27-C-01,Pallite_48,0,,Yes,
VP North,1-B-27-C-02,Pallite_48,0,,Yes,
VP North,1-B-27-C-03,Pallite_48,0,,Yes,
VP North,1-B-27-C-04,Pallite_48,0,,Yes,
VP North,1-B-27-D-01,Pallite_48,0,,Yes,
VP North,1-B-27-D-02,Pallite_48,0,,Yes,
VP North,1-B-27-D-03,Pallite_48,0,,Yes,
VP North,1-B-27-D-04,Pallite_48,0,,Yes,
VP North,1-B-27-E-01,Pallite_48,0,,Yes,
VP North,1-B-27-E-02,Pallite_48,0,,Yes,
VP North,1-B-27-E-03,Pallite_48,0,,Yes,
VP North,1-B-27-E-04,Pallite_48,0,,Yes,
VP North,1-B-27-F-01,Pallite_48,0,,Yes,
VP North,1-B-27-F-02,Pallite_48,0,,Yes,
VP North,1-B-27-F-03,Pallite_48,0,,Yes,
VP North,1-B-27-F-04,Pallite_48,0,,Yes,
VP North,1-B-27-G-01,Pallite_48,0,,Yes,
VP North,1-B-27-G-02,Pallite_48,0,,Yes,
VP North,1-B-27-G-03,Pallite_48,0,,Yes,
VP North,1-B-27-G-04,Pallite_48,0,,Yes,
VP North,1-B-28-A-01,Pallite_48,0,,Yes,
VP North,1-B-28-A-02,Pallite_48,0,,Yes,
VP North,1-B-28-A-03,Pallite_48,0,,Yes,
VP North,1-B-28-A-04,Pallite_48,0,,Yes,
VP North,1-B-28-B-01,Pallite_48,0,,Yes,
VP North,1-B-28-B-02,Pallite_48,0,,Yes,
VP North,1-B-28-B-03,Pallite_48,0,,Yes,
VP North,1-B-28-B-04,Pallite_48,0,,Yes,
VP North,1-B-28-C-01,Pallite_48,0,,Yes,
VP North,1-B-28-C-02,Pallite_48,0,,Yes,
VP North,1-B-28-C-03,Pallite_48,0,,Yes,
VP North,1-B-28-C-04,Pallite_48,0,,Yes,
VP North,1-B-28-D-01,Pallite_48,0,,Yes,
VP North,1-B-28-D-02,Pallite_48,0,,Yes,
VP North,1-B-28-D-03,Pallite_48,0,,Yes,
VP North,1-B-28-D-04,Pallite_48,0,,Yes,
VP North,1-B-28-E-01,Pallite_48,0,,Yes,
VP North,1-B-28-E-02,Pallite_48,0,,Yes,
VP North,1-B-28-E-03,Pallite_48,0,,Yes,
VP North,1-B-28-E-04,Pallite_48,0,,Yes,
VP North,1-B-28-F-01,Pallite_48,0,,Yes,
VP North,1-B-28-F-02,Pallite_48,0,,Yes,
VP North,1-B-28-F-03,Pallite_48,0,,Yes,
VP North,1-B-28-F-04,Pallite_48,0,,Yes,
VP North,1-B-28-G-01,Pallite_48,0,,Yes,
VP North,1-B-28-G-02,Pallite_48,0,,Yes,
VP North,1-B-28-G-03,Pallite_48,0,,Yes,
VP North,1-B-28-G-04,Pallite_48,0,,Yes,
VP North,1-B-29-A-01,Pallite_48,0,,Yes,
VP North,1-B-29-A-02,Pallite_48,0,,Yes,
VP North,1-B-29-A-03,Pallite_48,0,,Yes,
VP North,1-B-29-A-04,Pallite_48,0,,Yes,
VP North,1-B-29-B-01,Pallite_48,0,,Yes,
VP North,1-B-29-B-02,Pallite_48,0,,Yes,
VP North,1-B-29-B-03,Pallite_48,0,,Yes,
VP North,1-B-29-B-04,Pallite_48,0,,Yes,
VP North,1-B-29-C-01,Pallite_48,0,,Yes,
VP North,1-B-29-C-02,Pallite_48,0,,Yes,
VP North,1-B-29-C-03,Pallite_48,0,,Yes,
VP North,1-B-29-C-04,Pallite_48,0,,Yes,
VP North,1-B-29-D-01,Pallite_48,0,,Yes,
VP North,1-B-29-D-02,Pallite_48,0,,Yes,
VP North,1-B-29-D-03,Pallite_48,0,,Yes,
VP North,1-B-29-D-04,Pallite_48,0,,Yes,
VP North,1-B-29-E-01,Pallite_48,0,,Yes,
VP North,1-B-29-E-02,Pallite_48,0,,Yes,
VP North,1-B-29-E-03,Pallite_48,0,,Yes,
VP North,1-B-29-E-04,Pallite_48,0,,Yes,
VP North,1-B-29-F-01,Pallite_48,0,,Yes,
VP North,1-B-29-F-02,Pallite_48,0,,Yes,
VP North,1-B-29-F-03,Pallite_48,0,,Yes,
VP North,1-B-29-F-04,Pallite_48,0,,Yes,
VP North,1-B-29-G-01,Pallite_48,0,,Yes,
VP North,1-B-29-G-02,Pallite_48,0,,Yes,
VP North,1-B-29-G-03,Pallite_48,0,,Yes,
VP North,1-B-29-G-04,Pallite_48,0,,Yes,
VP North,1-B-30-A-01,Pallite_48,0,,Yes,
VP North,1-B-30-A-02,Pallite_48,0,,Yes,
VP North,1-B-30-A-03,Pallite_48,0,,Yes,
VP North,1-B-30-A-04,Pallite_48,0,,Yes,
VP North,1-B-30-B-01,Pallite_48,0,,Yes,
VP North,1-B-30-B-02,Pallite_48,0,,Yes,
VP North,1-B-30-B-03,Pallite_48,0,,Yes,
VP North,1-B-30-B-04,Pallite_48,0,,Yes,
VP North,1-B-30-C-01,Pallite_48,0,,Yes,
VP North,1-B-30-C-02,Pallite_48,0,,Yes,
VP North,1-B-30-C-03,Pallite_48,0,,Yes,
VP North,1-B-30-C-04,Pallite_48,0,,Yes,
VP North,1-B-30-D-01,Pallite_48,0,,Yes,
VP North,1-B-30-D-02,Pallite_48,0,,Yes,
VP North,1-B-30-D-03,Pallite_48,0,,Yes,
VP North,1-B-30-D-04,Pallite_48,0,,Yes,
VP North,1-B-30-E-01,Pallite_48,0,,Yes,
VP North,1-B-30-E-02,Pallite_48,0,,Yes,
VP North,1-B-30-E-03,Pallite_48,0,,Yes,
VP North,1-B-30-E-04,Pallite_48,0,,Yes,
VP North,1-B-30-F-01,Pallite_48,0,,Yes,
VP North,1-B-30-F-02,Pallite_48,0,,Yes,
VP North,1-B-30-F-03,Pallite_48,0,,Yes,
VP North,1-B-30-F-04,Pallite_48,0,,Yes,
VP North,1-B-30-G-01,Pallite_48,0,,Yes,
VP North,1-B-30-G-02,Pallite_48,0,,Yes,
VP North,1-B-30-G-03,Pallite_48,0,,Yes,
VP North,1-B-30-G-04,Pallite_48,0,,Yes,
VP North,1-B-31-A-01,Pallite_48,0,,Yes,
VP North,1-B-31-A-02,Pallite_48,0,,Yes,
VP North,1-B-31-A-03,Pallite_48,0,,Yes,
VP North,1-B-31-A-04,Pallite_48,0,,Yes,
VP North,1-B-31-B-01,Pallite_48,0,,Yes,
VP North,1-B-31-B-02,Pallite_48,0,,Yes,
VP North,1-B-31-B-03,Pallite_48,0,,Yes,
VP North,1-B-31-B-04,Pallite_48,0,,Yes,
VP North,1-B-31-C-01,Pallite_48,0,,Yes,
VP North,1-B-31-C-02,Pallite_48,0,,Yes,
VP North,1-B-31-C-03,Pallite_48,0,,Yes,
VP North,1-B-31-C-04,Pallite_48,0,,Yes,
VP North,1-B-31-D-01,Pallite_48,0,,Yes,
VP North,1-B-31-D-02,Pallite_48,0,,Yes,
VP North,1-B-31-D-03,Pallite_48,0,,Yes,
VP North,1-B-31-D-04,Pallite_48,0,,Yes,
VP North,1-B-31-E-01,Pallite_48,0,,Yes,
VP North,1-B-31-E-02,Pallite_48,0,,Yes,
VP North,1-B-31-E-03,Pallite_48,0,,Yes,
VP North,1-B-31-E-04,Pallite_48,0,,Yes,
VP North,1-B-31-F-01,Pallite_48,0,,Yes,
VP North,1-B-31-F-02,Pallite_48,0,,Yes,
VP North,1-B-31-F-03,Pallite_48,0,,Yes,
VP North,1-B-31-F-04,Pallite_48,0,,Yes,
VP North,1-B-31-G-01,Pallite_48,0,,Yes,
VP North,1-B-31-G-02,Pallite_48,0,,Yes,
VP North,1-B-31-G-03,Pallite_48,0,,Yes,
VP North,1-B-31-G-04,Pallite_48,0,,Yes,
VP North,1-B-32-A-01,Pallite_48,0,,Yes,
VP North,1-B-32-A-02,Pallite_48,0,,Yes,
VP North,1-B-32-A-03,Pallite_48,0,,Yes,
VP North,1-B-32-A-04,Pallite_48,0,,Yes,
VP North,1-B-32-B-01,Pallite_48,0,,Yes,
VP North,1-B-32-B-02,Pallite_48,0,,Yes,
VP North,1-B-32-B-03,Pallite_48,0,,Yes,
VP North,1-B-32-B-04,Pallite_48,0,,Yes,
VP North,1-B-32-C-01,Pallite_48,0,,Yes,
VP North,1-B-32-C-02,Pallite_48,0,,Yes,
VP North,1-B-32-C-03,Pallite_48,0,,Yes,
VP North,1-B-32-C-04,Pallite_48,0,,Yes,
VP North,1-B-32-D-01,Pallite_48,0,,Yes,
VP North,1-B-32-D-02,Pallite_48,0,,Yes,
VP North,1-B-32-D-03,Pallite_48,0,,Yes,
VP North,1-B-32-D-04,Pallite_48,0,,Yes,
VP North,1-B-32-E-01,Pallite_48,0,,Yes,
VP North,1-B-32-E-02,Pallite_48,0,,Yes,
VP North,1-B-32-E-03,Pallite_48,0,,Yes,
VP North,1-B-32-E-04,Pallite_48,0,,Yes,
VP North,1-B-32-F-01,Pallite_48,0,,Yes,
VP North,1-B-32-F-02,Pallite_48,0,,Yes,
VP North,1-B-32-F-03,Pallite_48,0,,Yes,
VP North,1-B-32-F-04,Pallite_48,0,,Yes,
VP North,1-B-32-G-01,Pallite_48,0,,Yes,
VP North,1-B-32-G-02,Pallite_48,0,,Yes,
VP North,1-B-32-G-03,Pallite_48,0,,Yes,
VP North,1-B-32-G-04,Pallite_48,0,,Yes,
VP North,1-B-33-A-01,Pallite_48,0,,Yes,
VP North,1-B-33-A-02,Pallite_48,0,,Yes,
VP North,1-B-33-A-03,Pallite_48,0,,Yes,
VP North,1-B-33-A-04,Pallite_48,0,,Yes,
VP North,1-B-33-B-01,Pallite_48,0,,Yes,
VP North,1-B-33-B-02,Pallite_48,0,,Yes,
VP North,1-B-33-B-03,Pallite_48,0,,Yes,
VP North,1-B-33-B-04,Pallite_48,0,,Yes,
VP North,1-B-33-C-01,Pallite_48,0,,Yes,
VP North,1-B-33-C-02,Pallite_48,0,,Yes,
VP North,1-B-33-C-03,Pallite_48,0,,Yes,
VP North,1-B-33-C-04,Pallite_48,0,,Yes,
VP North,1-B-33-D-01,Pallite_48,0,,Yes,
VP North,1-B-33-D-02,Pallite_48,0,,Yes,
VP North,1-B-33-D-03,Pallite_48,0,,Yes,
VP North,1-B-33-D-04,Pallite_48,0,,Yes,
VP North,1-B-33-E-01,Pallite_48,0,,Yes,
VP North,1-B-33-E-02,Pallite_48,0,,Yes,
VP North,1-B-33-E-03,Pallite_48,0,,Yes,
VP North,1-B-33-E-04,Pallite_48,0,,Yes,
VP North,1-B-33-F-01,Pallite_48,0,,Yes,
VP North,1-B-33-F-02,Pallite_48,0,,Yes,
VP North,1-B-33-F-03,Pallite_48,0,,Yes,
VP North,1-B-33-F-04,Pallite_48,0,,Yes,
VP North,1-B-33-G-01,Pallite_48,0,,Yes,
VP North,1-B-33-G-02,Pallite_48,0,,Yes,
VP North,1-B-33-G-03,Pallite_48,0,,Yes,
VP North,1-B-33-G-04,Pallite_48,0,,Yes,
VP North,1-B-34-A-01,Pallite_48,0,,Yes,
VP North,1-B-34-A-02,Pallite_48,0,,Yes,
VP North,1-B-34-A-03,Pallite_48,0,,Yes,
VP North,1-B-34-A-04,Pallite_48,0,,Yes,
VP North,1-B-34-B-01,Pallite_48,0,,Yes,
VP North,1-B-34-B-02,Pallite_48,0,,Yes,
VP North,1-B-34-B-03,Pallite_48,0,,Yes,
VP North,1-B-34-B-04,Pallite_48,0,,Yes,
VP North,1-B-34-C-01,Pallite_48,0,,Yes,
VP North,1-B-34-C-02,Pallite_48,0,,Yes,
VP North,1-B-34-C-03,Pallite_48,0,,Yes,
VP North,1-B-34-C-04,Pallite_48,0,,Yes,
VP North,1-B-34-D-01,Pallite_48,0,,Yes,
VP North,1-B-34-D-02,Pallite_48,0,,Yes,
VP North,1-B-34-D-03,Pallite_48,0,,Yes,
VP North,1-B-34-D-04,Pallite_48,0,,Yes,
VP North,1-B-34-E-01,Pallite_48,0,,Yes,
VP North,1-B-34-E-02,Pallite_48,0,,Yes,
VP North,1-B-34-E-03,Pallite_48,0,,Yes,
VP North,1-B-34-E-04,Pallite_48,0,,Yes,
VP North,1-B-34-F-01,Pallite_48,0,,Yes,
VP North,1-B-34-F-02,Pallite_48,0,,Yes,
VP North,1-B-34-F-03,Pallite_48,0,,Yes,
VP North,1-B-34-F-04,Pallite_48,0,,Yes,
VP North,1-B-34-G-01,Pallite_48,0,,Yes,
VP North,1-B-34-G-02,Pallite_48,0,,Yes,
VP North,1-B-34-G-03,Pallite_48,0,,Yes,
VP North,1-B-34-G-04,Pallite_48,0,,Yes,
VP North,1-B-35-A-01,Pallite_48,0,,Yes,
VP North,1-B-35-A-02,Pallite_48,0,,Yes,
VP North,1-B-35-A-03,Pallite_48,0,,Yes,
VP North,1-B-35-A-04,Pallite_48,0,,Yes,
VP North,1-B-35-B-01,Pallite_48,0,,Yes,
VP North,1-B-35-B-02,Pallite_48,0,,Yes,
VP North,1-B-35-B-03,Pallite_48,0,,Yes,
VP North,1-B-35-B-04,Pallite_48,0,,Yes,
VP North,1-B-35-C-01,Pallite_48,0,,Yes,
VP North,1-B-35-C-02,Pallite_48,0,,Yes,
VP North,1-B-35-C-03,Pallite_48,0,,Yes,
VP North,1-B-35-C-04,Pallite_48,0,,Yes,
VP North,1-B-35-D-01,Pallite_48,0,,Yes,
VP North,1-B-35-D-02,Pallite_48,0,,Yes,
VP North,1-B-35-D-03,Pallite_48,0,,Yes,
VP North,1-B-35-D-04,Pallite_48,0,,Yes,
VP North,1-B-35-E-01,Pallite_48,0,,Yes,
VP North,1-B-35-E-02,Pallite_48,0,,Yes,
VP North,1-B-35-E-03,Pallite_48,0,,Yes,
VP North,1-B-35-E-04,Pallite_48,0,,Yes,
VP North,1-B-35-F-01,Pallite_48,0,,Yes,
VP North,1-B-35-F-02,Pallite_48,0,,Yes,
VP North,1-B-35-F-03,Pallite_48,0,,Yes,
VP North,1-B-35-F-04,Pallite_48,0,,Yes,
VP North,1-B-35-G-01,Pallite_48,0,,Yes,
VP North,1-B-35-G-02,Pallite_48,0,,Yes,
VP North,1-B-35-G-03,Pallite_48,0,,Yes,
VP North,1-B-35-G-04,Pallite_48,0,,Yes,
VP North,1-B-36-A-01,Pallite_48,0,,Yes,
VP North,1-B-36-A-02,Pallite_48,0,,Yes,
VP North,1-B-36-A-03,Pallite_48,0,,Yes,
VP North,1-B-36-A-04,Pallite_48,0,,Yes,
VP North,1-B-36-B-01,Pallite_48,0,,Yes,
VP North,1-B-36-B-02,Pallite_48,0,,Yes,
VP North,1-B-36-B-03,Pallite_48,0,,Yes,
VP North,1-B-36-B-04,Pallite_48,0,,Yes,
VP North,1-B-36-C-01,Pallite_48,0,,Yes,
VP North,1-B-36-C-02,Pallite_48,0,,Yes,
VP North,1-B-36-C-03,Pallite_48,0,,Yes,
VP North,1-B-36-C-04,Pallite_48,0,,Yes,
VP North,1-B-36-D-01,Pallite_48,0,,Yes,
VP North,1-B-36-D-02,Pallite_48,0,,Yes,
VP North,1-B-36-D-03,Pallite_48,0,,Yes,
VP North,1-B-36-D-04,Pallite_48,0,,Yes,
VP North,1-B-36-E-01,Pallite_48,0,,Yes,
VP North,1-B-36-E-02,Pallite_48,0,,Yes,
VP North,1-B-36-E-03,Pallite_48,0,,Yes,
VP North,1-B-36-E-04,Pallite_48,0,,Yes,
VP North,1-B-36-F-01,Pallite_48,0,,Yes,
VP North,1-B-36-F-02,Pallite_48,0,,Yes,
VP North,1-B-36-F-03,Pallite_48,0,,Yes,
VP North,1-B-36-F-04,Pallite_48,0,,Yes,
VP North,1-B-36-G-01,Pallite_48,0,,Yes,
VP North,1-B-36-G-02,Pallite_48,0,,Yes,
VP North,1-B-36-G-03,Pallite_48,0,,Yes,
VP North,1-B-36-G-04,Pallite_48,0,,Yes,
VP North,1-B-37-A-01,Pallite_48,0,,Yes,
VP North,1-B-37-A-02,Pallite_48,0,,Yes,
VP North,1-B-37-A-03,Pallite_48,0,,Yes,
VP North,1-B-37-A-04,Pallite_48,0,,Yes,
VP North,1-B-37-B-01,Pallite_48,0,,Yes,
VP North,1-B-37-B-02,Pallite_48,0,,Yes,
VP North,1-B-37-B-03,Pallite_48,0,,Yes,
VP North,1-B-37-B-04,Pallite_48,0,,Yes,
VP North,1-B-37-C-01,Pallite_48,0,,Yes,
VP North,1-B-37-C-02,Pallite_48,0,,Yes,
VP North,1-B-37-C-03,Pallite_48,0,,Yes,
VP North,1-B-37-C-04,Pallite_48,0,,Yes,
VP North,1-B-37-D-01,Pallite_48,0,,Yes,
VP North,1-B-37-D-02,Pallite_48,0,,Yes,
VP North,1-B-37-D-03,Pallite_48,0,,Yes,
VP North,1-B-37-D-04,Pallite_48,0,,Yes,
VP North,1-B-37-E-01,Pallite_48,0,,Yes,
VP North,1-B-37-E-02,Pallite_48,0,,Yes,
VP North,1-B-37-E-03,Pallite_48,0,,Yes,
VP North,1-B-37-E-04,Pallite_48,0,,Yes,
VP North,1-B-37-F-01,Pallite_48,0,,Yes,
VP North,1-B-37-F-02,Pallite_48,0,,Yes,
VP North,1-B-37-F-03,Pallite_48,0,,Yes,
VP North,1-B-37-F-04,Pallite_48,0,,Yes,
VP North,1-B-37-G-01,Pallite_48,0,,Yes,
VP North,1-B-37-G-02,Pallite_48,0,,Yes,
VP North,1-B-37-G-03,Pallite_48,0,,Yes,
VP North,1-B-37-G-04,Pallite_48,0,,Yes,
VP North,1-B-38-A-01,Pallite_48,0,,Yes,
VP North,1-B-38-A-02,Pallite_48,0,,Yes,
VP North,1-B-38-A-03,Pallite_48,0,,Yes,
VP North,1-B-38-A-04,Pallite_48,0,,Yes,
VP North,1-B-38-B-01,Pallite_48,0,,Yes,
VP North,1-B-38-B-02,Pallite_48,0,,Yes,
VP North,1-B-38-B-03,Pallite_48,0,,Yes,
VP North,1-B-38-B-04,Pallite_48,0,,Yes,
VP North,1-B-38-C-01,Pallite_48,0,,Yes,
VP North,1-B-38-C-02,Pallite_48,0,,Yes,
VP North,1-B-38-C-03,Pallite_48,0,,Yes,
VP North,1-B-38-C-04,Pallite_48,0,,Yes,
VP North,1-B-38-D-01,Pallite_48,0,,Yes,
VP North,1-B-38-D-02,Pallite_48,0,,Yes,
VP North,1-B-38-D-03,Pallite_48,0,,Yes,
VP North,1-B-38-D-04,Pallite_48,0,,Yes,
VP North,1-B-38-E-01,Pallite_48,0,,Yes,
VP North,1-B-38-E-02,Pallite_48,0,,Yes,
VP North,1-B-38-E-03,Pallite_48,0,,Yes,
VP North,1-B-38-E-04,Pallite_48,0,,Yes,
VP North,1-B-38-F-01,Pallite_48,0,,Yes,
VP North,1-B-38-F-02,Pallite_48,0,,Yes,
VP North,1-B-38-F-03,Pallite_48,0,,Yes,
VP North,1-B-38-F-04,Pallite_48,0,,Yes,
VP North,1-B-38-G-01,Pallite_48,0,,Yes,
VP North,1-B-38-G-02,Pallite_48,0,,Yes,
VP North,1-B-38-G-03,Pallite_48,0,,Yes,
VP North,1-B-38-G-04,Pallite_48,0,,Yes,
VP North,1-B-39-A-01,Pallite_48,0,,Yes,
VP North,1-B-39-A-02,Pallite_48,0,,Yes,
VP North,1-B-39-A-03,Pallite_48,0,,Yes,
VP North,1-B-39-A-04,Pallite_48,0,,Yes,
VP North,1-B-39-B-01,Pallite_48,0,,Yes,
VP North,1-B-39-B-02,Pallite_48,0,,Yes,
VP North,1-B-39-B-03,Pallite_48,0,,Yes,
VP North,1-B-39-B-04,Pallite_48,0,,Yes,
VP North,1-B-39-C-01,Pallite_48,0,,Yes,
VP North,1-B-39-C-02,Pallite_48,0,,Yes,
VP North,1-B-39-C-03,Pallite_48,0,,Yes,
VP North,1-B-39-C-04,Pallite_48,0,,Yes,
VP North,1-B-39-D-01,Pallite_48,0,,Yes,
VP North,1-B-39-D-02,Pallite_48,0,,Yes,
VP North,1-B-39-D-03,Pallite_48,0,,Yes,
VP North,1-B-39-D-04,Pallite_48,0,,Yes,
VP North,1-B-39-E-01,Pallite_48,0,,Yes,
VP North,1-B-39-E-02,Pallite_48,0,,Yes,
VP North,1-B-39-E-03,Pallite_48,0,,Yes,
VP North,1-B-39-E-04,Pallite_48,0,,Yes,
VP North,1-B-39-F-01,Pallite_48,0,,Yes,
VP North,1-B-39-F-02,Pallite_48,0,,Yes,
VP North,1-B-39-F-03,Pallite_48,0,,Yes,
VP North,1-B-39-F-04,Pallite_48,0,,Yes,
VP North,1-B-39-G-01,Pallite_48,0,,Yes,
VP North,1-B-39-G-02,Pallite_48,0,,Yes,
VP North,1-B-39-G-03,Pallite_48,0,,Yes,
VP North,1-B-39-G-04,Pallite_48,0,,Yes,
VP North,1-B-40-A-01,Pallite_48,0,,Yes,
VP North,1-B-40-A-02,Pallite_48,0,,Yes,
VP North,1-B-40-A-03,Pallite_48,0,,Yes,
VP North,1-B-40-A-04,Pallite_48,0,,Yes,
VP North,1-B-40-B-01,Pallite_48,0,,Yes,
VP North,1-B-40-B-02,Pallite_48,0,,Yes,
VP North,1-B-40-B-03,Pallite_48,0,,Yes,
VP North,1-B-40-B-04,Pallite_48,0,,Yes,
VP North,1-B-40-C-01,Pallite_48,0,,Yes,
VP North,1-B-40-C-02,Pallite_48,0,,Yes,
VP North,1-B-40-C-03,Pallite_48,0,,Yes,
VP North,1-B-40-C-04,Pallite_48,0,,Yes,
VP North,1-B-40-D-01,Pallite_48,0,,Yes,
VP North,1-B-40-D-02,Pallite_48,0,,Yes,
VP North,1-B-40-D-03,Pallite_48,0,,Yes,
VP North,1-B-40-D-04,Pallite_48,0,,Yes,
VP North,1-B-40-E-01,Pallite_48,0,,Yes,
VP North,1-B-40-E-02,Pallite_48,0,,Yes,
VP North,1-B-40-E-03,Pallite_48,0,,Yes,
VP North,1-B-40-E-04,Pallite_48,0,,Yes,
VP North,1-B-40-F-01,Pallite_48,0,,Yes,
VP North,1-B-40-F-02,Pallite_48,0,,Yes,
VP North,1-B-40-F-03,Pallite_48,0,,Yes,
VP North,1-B-40-F-04,Pallite_48,0,,Yes,
VP North,1-B-40-G-01,Pallite_48,0,,Yes,
VP North,1-B-40-G-02,Pallite_48,0,,Yes,
VP North,1-B-40-G-03,Pallite_48,0,,Yes,
VP North,1-B-40-G-04,Pallite_48,0,,Yes,
VP North,1-C-01-A-01,Pallite_48,0,,Yes,
VP North,1-C-01-A-02,Pallite_48,0,,Yes,
VP North,1-C-01-A-03,Pallite_48,0,,Yes,
VP North,1-C-01-A-04,Pallite_48,0,,Yes,
VP North,1-C-01-B-01,Pallite_48,0,,Yes,
VP North,1-C-01-B-02,Pallite_48,0,,Yes,
VP North,1-C-01-B-03,Pallite_48,0,,Yes,
VP North,1-C-01-B-04,Pallite_48,0,,Yes,
VP North,1-C-01-C-01,Pallite_48,0,,Yes,
VP North,1-C-01-C-02,Pallite_48,0,,Yes,
VP North,1-C-01-C-03,Pallite_48,0,,Yes,
VP North,1-C-01-C-04,Pallite_48,0,,Yes,
VP North,1-C-01-D-01,Pallite_48,0,,Yes,
VP North,1-C-01-D-02,Pallite_48,0,,Yes,
VP North,1-C-01-D-03,Pallite_48,0,,Yes,
VP North,1-C-01-D-04,Pallite_48,0,,Yes,
VP North,1-C-01-E-01,Pallite_48,0,,Yes,
VP North,1-C-01-E-02,Pallite_48,0,,Yes,
VP North,1-C-01-E-03,Pallite_48,0,,Yes,
VP North,1-C-01-E-04,Pallite_48,0,,Yes,
VP North,1-C-01-F-01,Pallite_48,0,,Yes,
VP North,1-C-01-F-02,Pallite_48,0,,Yes,
VP North,1-C-01-F-03,Pallite_48,0,,Yes,
VP North,1-C-01-F-04,Pallite_48,0,,Yes,
VP North,1-C-01-G-01,Pallite_48,0,,Yes,
VP North,1-C-01-G-02,Pallite_48,0,,Yes,
VP North,1-C-01-G-03,Pallite_48,0,,Yes,
VP North,1-C-01-G-04,Pallite_48,0,,Yes,
VP North,1-C-02-A-01,Pallite_48,0,,Yes,
VP North,1-C-02-A-02,Pallite_48,0,,Yes,
VP North,1-C-02-A-03,Pallite_48,0,,Yes,
VP North,1-C-02-A-04,Pallite_48,0,,Yes,
VP North,1-C-02-B-01,Pallite_48,0,,Yes,
VP North,1-C-02-B-02,Pallite_48,0,,Yes,
VP North,1-C-02-B-03,Pallite_48,0,,Yes,
VP North,1-C-02-B-04,Pallite_48,0,,Yes,
VP North,1-C-02-C-01,Pallite_48,0,,Yes,
VP North,1-C-02-C-02,Pallite_48,0,,Yes,
VP North,1-C-02-C-03,Pallite_48,0,,Yes,
VP North,1-C-02-C-04,Pallite_48,0,,Yes,
VP North,1-C-02-D-01,Pallite_48,0,,Yes,
VP North,1-C-02-D-02,Pallite_48,0,,Yes,
VP North,1-C-02-D-03,Pallite_48,0,,Yes,
VP North,1-C-02-D-04,Pallite_48,0,,Yes,
VP North,1-C-02-E-01,Pallite_48,0,,Yes,
VP North,1-C-02-E-02,Pallite_48,0,,Yes,
VP North,1-C-02-E-03,Pallite_48,0,,Yes,
VP North,1-C-02-E-04,Pallite_48,0,,Yes,
VP North,1-C-02-F-01,Pallite_48,0,,Yes,
VP North,1-C-02-F-02,Pallite_48,0,,Yes,
VP North,1-C-02-F-03,Pallite_48,0,,Yes,
VP North,1-C-02-F-04,Pallite_48,0,,Yes,
VP North,1-C-02-G-01,Pallite_48,0,,Yes,
VP North,1-C-02-G-02,Pallite_48,0,,Yes,
VP North,1-C-02-G-03,Pallite_48,0,,Yes,
VP North,1-C-02-G-04,Pallite_48,0,,Yes,
VP North,1-C-03-A-01,Pallite_48,0,,Yes,
VP North,1-C-03-A-02,Pallite_48,0,,Yes,
VP North,1-C-03-A-03,Pallite_48,0,,Yes,
VP North,1-C-03-A-04,Pallite_48,0,,Yes,
VP North,1-C-03-B-01,Pallite_48,0,,Yes,
VP North,1-C-03-B-02,Pallite_48,0,,Yes,
VP North,1-C-03-B-03,Pallite_48,0,,Yes,
VP North,1-C-03-B-04,Pallite_48,0,,Yes,
VP North,1-C-03-C-01,Pallite_48,0,,Yes,
VP North,1-C-03-C-02,Pallite_48,0,,Yes,
VP North,1-C-03-C-03,Pallite_48,0,,Yes,
VP North,1-C-03-C-04,Pallite_48,0,,Yes,
VP North,1-C-03-D-01,Pallite_48,0,,Yes,
VP North,1-C-03-D-02,Pallite_48,0,,Yes,
VP North,1-C-03-D-03,Pallite_48,0,,Yes,
VP North,1-C-03-D-04,Pallite_48,0,,Yes,
VP North,1-C-03-E-01,Pallite_48,0,,Yes,
VP North,1-C-03-E-02,Pallite_48,0,,Yes,
VP North,1-C-03-E-03,Pallite_48,0,,Yes,
VP North,1-C-03-E-04,Pallite_48,0,,Yes,
VP North,1-C-03-F-01,Pallite_48,0,,Yes,
VP North,1-C-03-F-02,Pallite_48,0,,Yes,
VP North,1-C-03-F-03,Pallite_48,0,,Yes,
VP North,1-C-03-F-04,Pallite_48,0,,Yes,
VP North,1-C-03-G-01,Pallite_48,0,,Yes,
VP North,1-C-03-G-02,Pallite_48,0,,Yes,
VP North,1-C-03-G-03,Pallite_48,0,,Yes,
VP North,1-C-03-G-04,Pallite_48,0,,Yes,
VP North,1-C-04-A-01,Pallite_48,0,,Yes,
VP North,1-C-04-A-02,Pallite_48,0,,Yes,
VP North,1-C-04-A-03,Pallite_48,0,,Yes,
VP North,1-C-04-A-04,Pallite_48,0,,Yes,
VP North,1-C-04-B-01,Pallite_48,0,,Yes,
VP North,1-C-04-B-02,Pallite_48,0,,Yes,
VP North,1-C-04-B-03,Pallite_48,0,,Yes,
VP North,1-C-04-B-04,Pallite_48,0,,Yes,
VP North,1-C-04-C-01,Pallite_48,0,,Yes,
VP North,1-C-04-C-02,Pallite_48,0,,Yes,
VP North,1-C-04-C-03,Pallite_48,0,,Yes,
VP North,1-C-04-C-04,Pallite_48,0,,Yes,
VP North,1-C-04-D-01,Pallite_48,0,,Yes,
